product_id,category,weight,fulfillment_type,price,popularity,weather_exposure,avg_days_to_ship,sales
UG544,2,51.72,1,487.49,0.0753,27,8,10992.98
UG784,2,29.74,1,482.7,0.009,4,7,7589.55
UG849,1,76.19,1,640.49,0.2767,0,5,25705.49
UG858,2,44.0,1,564.96,0.1926,4,5,43396.05
UG893,3,18.36,0,334.02,0.0571,1,3,12903.48
UG936,2,46.64,1,486.95,0.5922,3,4,51645.19
UH031,2,30.8,0,458.83,0.0078,14,6,14125.68
UH082,1,108.35,1,868.49,0.0289,7,7,17975.45
UH108,1,51.98,1,575.74,0.0366,17,8,11289.81
UH118,2,11.55,1,546.38,0.2124,14,6,61526.12
UH163,3,40.56,0,404.2,0.2959,4,5,54859.9
UH236,1,38.29,1,503.57,0.2671,18,6,22200.64
UH315,1,30.24,1,406.39,0.1496,27,7,14185.88
UH406,5,70.98,0,327.05,0.0184,7,5,15831.07
UH418,4,52.57,1,398.73,0.0,26,8,6784.8
UH463,2,47.5,1,443.15,0.0473,30,7,17214.24
UH482,3,12.07,1,317.81,0.1638,4,4,16472.58
UH572,5,2.0,1,132.9,0.0546,7,4,15853.68
UH609,3,20.73,0,396.11,0.0084,19,6,21615.02
UH632,1,32.77,0,530.62,0.1399,6,4,98069.76
UH635,2,107.98,0,474.61,0.6826,13,6,48887.77
UH652,1,63.22,1,537.77,0.2433,7,6,18509.19
UH658,2,52.74,1,484.78,0.3271,21,8,19933.34
UH722,1,48.22,1,586.39,0.1518,6,5,91431.89
UH945,3,10.93,1,363.79,0.3538,14,5,58640.31
UH946,3,21.72,1,262.83,0.3342,5,6,23244.94
UH948,2,39.26,1,435.89,0.1018,3,5,32898.09
UI047,2,128.82,0,468.1,0.0288,5,6,27864.5
UI090,1,89.6,0,602.96,0.0042,2,4,23325.23
UI103,5,36.97,1,145.39,0.0217,5,6,5123.32
UI246,4,34.02,1,374.85,0.2394,2,5,32839.99
UI464,5,14.56,1,134.19,0.0533,18,8,4847.96
UI472,1,24.65,0,535.66,0.1368,0,3,10790.84
UI616,3,10.0,0,280.54,0.455,4,3,13844.86
UI707,3,16.72,1,281.83,0.6596,1,2,488425.45
UI767,2,75.66,1,534.61,0.0322,6,5,5319.01
UI793,3,9.68,1,340.55,0.0946,14,7,19577.81
UI910,1,41.67,0,503.5,0.283,3,3,20984.65
UJ010,3,10.47,1,442.19,0.2953,4,3,47356.56
UJ106,2,71.0,1,268.36,0.2768,5,5,14606.92
UJ286,3,28.18,1,364.9,0.1104,21,8,13376.69
UJ309,1,16.57,1,634.76,0.3376,7,4,50969.15
UJ310,1,63.82,1,601.55,0.1067,5,7,13171.56
UJ468,4,10.39,0,361.13,0.134,5,3,44584.06
UJ474,1,160.99,0,706.25,0.2091,22,9,24312.63
UJ480,2,38.57,1,540.36,0.0073,30,9,12040.19
UJ686,6,0.67,1,36.72,0.0984,2,6,25413.11
UJ739,3,28.77,1,362.56,0.0367,7,5,21538.41
UJ851,5,59.46,1,214.34,0.227,4,5,25416.05
UJ881,2,46.7,0,472.56,0.2532,4,3,25818.87
UJ888,2,134.7,1,609.72,0.1852,6,7,30094.57
UJ897,3,30.7,0,372.81,0.0313,3,4,20528.3
UK130,1,72.0,1,521.97,0.1468,3,7,13925.18
UK157,1,45.44,1,493.75,0.0943,20,8,18109.61
UK260,4,21.23,1,295.68,0.1767,16,5,24179.11
UK448,2,20.74,0,310.12,0.3906,27,6,72916.0
UK456,4,52.79,0,393.79,0.2913,5,4,13796.12
UK512,6,0.79,1,54.22,0.1636,5,5,5216.97
UK559,1,84.42,1,475.43,0.251,0,7,22833.0
UK745,1,78.37,1,525.68,0.4308,2,6,21551.92
UK751,2,63.35,1,265.08,0.2266,4,6,15657.54
UK763,2,47.82,1,419.15,0.2079,8,5,70583.18
UK782,5,19.47,1,210.78,0.1473,2,4,17533.67
UK785,4,27.4,1,272.19,0.3034,1,4,50153.35
UK812,2,17.6,1,327.42,0.0184,7,5,12719.36
UK839,3,56.44,1,455.72,0.2646,3,8,9420.01
UK958,4,12.03,1,243.21,0.0251,10,5,5368.6
UL158,4,32.99,1,245.48,0.5802,11,7,54058.96
UL228,1,173.34,1,679.38,0.0374,0,8,14289.46
UL243,1,53.25,0,558.57,0.3494,30,6,153619.7
UL273,1,149.03,1,780.19,0.6405,24,10,52753.4
UL308,4,25.08,1,335.86,0.2335,25,7,24599.15
UL323,5,8.09,1,185.28,0.2413,16,5,26551.67
UL385,1,57.55,1,534.67,0.6891,6,5,66866.43
UL524,1,47.24,0,513.29,0.1018,5,5,30243.74
UL565,4,10.65,1,233.58,0.0548,15,6,4875.51
UL752,1,202.26,1,702.83,0.1105,6,10,4367.83
UL778,5,21.4,1,139.64,0.0017,23,8,2560.06
UL945,2,37.54,1,371.03,0.0993,20,8,5638.23
UM047,1,49.84,1,521.59,0.2207,7,7,27911.53
UM059,2,75.61,1,464.54,0.3003,19,8,23233.72
UM089,3,32.41,0,352.67,0.0094,6,4,9187.39
UM120,3,6.7,0,250.97,0.6792,11,2,125445.0
UM262,2,46.76,1,418.08,0.0048,1,5,50381.66
UM335,2,26.88,1,383.58,0.3892,6,5,36049.83
UM341,4,80.06,1,362.36,0.3286,5,6,19921.36
UM395,3,13.39,0,269.88,0.267,30,6,28971.92
UM653,4,21.76,1,371.32,0.0094,2,3,19927.05
UM666,1,41.62,1,524.76,0.2007,1,5,54923.55
UM895,2,48.16,1,499.44,0.3685,4,5,47678.48
UM904,1,49.68,1,478.33,0.4154,3,5,57431.46
UM950,2,41.53,1,246.67,0.0602,0,5,10938.5
UN077,4,42.31,1,413.84,0.1343,10,6,17088.02
UN110,6,0.54,1,47.08,0.6702,11,6,16506.6
UN121,2,17.99,1,263.07,0.5423,5,5,15252.47
UN226,2,80.14,1,527.87,0.0984,0,5,17246.75
UN372,2,32.45,1,274.37,0.2719,18,6,32369.27
UN438,1,52.13,0,337.77,0.1681,5,6,20617.72
UN532,1,90.05,1,675.15,0.2481,3,6,9911.26
UN718,1,120.44,0,581.91,0.0671,1,5,38894.33
UN866,3,28.16,1,252.15,0.3214,0,4,23878.83
UN914,6,0.98,1,41.71,0.0212,1,5,6069.32
UO167,2,25.03,1,312.24,0.5815,2,3,137985.22
UO180,3,18.19,1,469.93,0.5347,25,6,48915.58
UO191,2,99.03,0,552.29,0.1622,7,7,29702.33
UO343,2,104.39,1,645.3,0.0172,8,6,17282.45
UO378,6,1.52,1,37.64,0.142,18,5,15620.15
UO390,2,64.41,1,496.6,0.5888,7,7,61273.23
UO503,1,69.21,1,533.04,0.1452,28,10,8494.74
UO515,6,1.3,0,57.07,0.2315,25,5,39974.3
UO536,1,91.66,1,643.85,0.3078,5,6,40902.36
UO615,2,64.88,0,580.44,0.1018,0,4,77711.72
UO694,1,149.08,0,756.11,0.1816,5,6,7627.82
UO854,1,33.24,1,510.19,0.2656,14,6,82093.72
UO867,2,42.86,1,373.57,0.1825,2,6,11722.79
UO895,1,45.35,1,504.47,0.125,7,6,14551.76
UO947,1,78.88,1,568.34,0.2153,6,7,35130.27
UP106,4,54.72,1,310.61,0.0008,8,5,30538.13
UP154,4,56.68,0,340.39,0.0598,7,4,13960.68
UP182,2,31.07,1,341.07,0.3047,1,4,44936.77
UP244,3,28.54,1,303.9,0.452,30,8,20993.34
UP280,1,61.93,0,542.11,0.2317,16,7,22649.83
UP288,4,29.56,0,326.61,0.0947,23,5,19749.1
UP408,6,0.36,1,37.45,0.0373,26,7,9041.34
UP415,2,49.59,1,462.8,0.7678,24,8,52447.33
UP558,1,37.91,1,541.58,0.1681,5,6,24861.63
UP638,1,159.93,1,530.14,0.1798,5,9,13743.25
UP651,6,0.52,1,42.85,0.4974,28,7,13918.77
UP751,3,31.8,1,253.43,0.2968,4,4,21428.7
UP769,1,45.38,1,356.33,0.052,5,5,5824.29
UP795,2,18.31,0,380.47,0.174,4,3,26965.28
UP871,1,77.9,1,510.6,0.3729,2,5,14842.51
UP895,1,72.93,1,534.51,0.3033,5,6,13065.23
UQ278,5,84.06,1,299.59,0.44,16,7,32064.05
UQ512,3,9.82,1,362.25,0.3832,2,4,47728.08
UQ530,2,16.18,1,382.29,0.0492,21,6,8437.17
UQ544,2,41.22,1,481.74,0.3828,0,5,38116.47
UQ704,2,42.74,1,396.82,0.0194,0,4,67300.37
UQ712,4,73.24,1,335.39,0.0216,1,5,16581.54
UQ762,5,30.58,1,281.67,0.042,7,6,5339.21
UQ791,5,53.74,1,223.75,0.2221,2,5,15979.99
UQ890,1,49.84,1,527.97,0.3426,0,3,56932.52
UQ935,3,12.84,0,357.48,0.0585,0,3,57416.25
UQ963,1,176.8,0,603.73,0.0341,5,8,17214.46
UQ986,1,159.46,1,632.41,0.0892,23,12,11302.25
UR054,1,75.04,1,607.62,0.0615,17,7,11669.88
UR093,1,55.95,1,601.36,0.0864,6,6,68379.36
UR194,1,67.5,1,503.98,0.488,5,6,7211.99
UR211,1,85.52,0,725.94,0.2023,0,5,41263.57
UR212,4,22.28,1,226.94,0.0173,5,5,8126.43
UR269,3,41.19,1,302.02,0.047,5,6,33004.38
UR354,1,23.63,1,443.84,0.4016,7,5,43966.0
UR388,1,44.55,1,403.82,0.4732,9,4,17544.09
UR423,1,141.13,1,786.18,0.1995,6,8,12643.02
UR436,5,37.57,1,190.9,0.1616,2,5,12756.28
UR543,5,45.86,1,248.34,0.1959,7,5,7811.76
UR710,2,105.59,0,476.07,0.0016,14,8,8123.31
UR800,1,45.43,1,505.13,0.6637,20,7,166841.43
UR838,4,7.53,1,259.0,0.1889,1,3,7634.06
US068,2,63.56,1,496.44,0.0064,1,5,29878.09
US149,3,15.0,1,258.96,0.1667,6,5,15301.71
US192,2,193.69,1,776.62,0.2485,6,9,18885.59
US228,2,61.13,1,443.79,0.5867,26,9,72631.64
US229,1,64.41,1,666.27,0.0846,22,9,7373.24
US274,1,92.93,1,433.25,0.1413,4,7,11975.56
US319,1,19.49,1,470.55,0.0451,25,8,16762.77
US378,2,59.74,0,573.68,0.4306,2,4,95194.12
US389,3,19.45,0,337.91,0.4189,27,7,25151.37
US557,2,116.23,1,672.14,0.0402,0,7,24436.48
US593,1,101.5,1,603.47,0.1126,5,7,15667.13
US637,1,51.93,0,504.56,0.3899,4,3,14129.24
US684,1,13.87,1,315.47,0.0569,5,4,16804.03
US693,1,30.38,1,525.1,0.0253,17,7,7515.59
US828,1,34.82,1,592.5,0.0382,7,6,8980.25
US910,1,51.43,1,431.92,0.3073,3,5,52147.81
UT032,2,50.88,1,569.83,0.11,5,6,15915.88
UT073,2,67.25,1,567.4,0.0811,2,5,29404.07
UT080,2,29.88,1,443.69,0.0939,7,5,12470.79
UT096,2,169.93,1,811.35,0.2946,2,7,26698.76
UT124,4,34.96,0,303.35,0.1387,3,4,9144.28
UT179,4,57.71,1,453.21,0.201,7,7,10907.03
UT193,5,27.52,1,298.62,0.1048,19,9,10246.89
UT315,3,33.95,1,315.12,0.334,18,8,43360.21
UT396,1,35.96,1,391.57,0.0947,8,5,19326.8
UT585,6,0.43,1,44.77,0.4181,26,8,20479.94
UT619,5,43.66,0,176.35,0.4131,0,5,55273.89
UT695,1,23.98,1,594.34,0.4963,1,4,54300.1
UT723,2,53.01,0,342.63,0.0833,29,7,10337.68
UT769,1,126.85,0,657.55,0.193,3,4,27695.47
UT898,1,45.13,1,516.35,0.7229,2,4,43487.64
UT932,4,11.18,1,303.57,0.187,0,3,18256.41
UU045,4,37.06,1,435.19,0.076,5,5,3448.8
UU065,4,22.17,1,302.63,0.1525,17,7,10186.69
UU137,1,191.5,1,716.85,0.3424,5,8,17908.87
UU153,1,41.51,0,513.73,0.0335,16,5,11317.56
UU166,2,63.31,1,457.64,0.0881,6,5,7479.21
UU269,1,220.29,1,798.63,0.1218,7,8,20437.28
UU571,2,13.1,0,504.61,0.448,0,2,105536.77
UU666,2,30.76,1,432.53,0.0573,0,4,16500.76
UU800,5,18.65,1,215.85,0.2839,3,3,26519.23
UU862,3,13.89,1,307.0,0.2943,20,7,13006.9
UU880,3,83.09,1,458.38,0.0015,6,6,9166.99
UU940,4,33.59,1,321.56,0.3181,9,6,24304.07
UU942,1,23.45,0,445.61,0.3279,5,3,159171.6
UU949,2,17.78,1,453.86,0.4233,7,6,31843.91
UU973,5,79.61,1,286.98,0.036,29,9,8781.55
UV097,2,35.23,1,477.34,0.1252,6,5,65582.74
UV102,1,88.3,1,487.13,0.0081,4,6,16079.55
UV215,6,2.2,0,49.83,0.0009,7,4,18973.9
UV241,5,65.1,1,304.11,0.0132,15,6,33441.83
UV269,1,31.06,1,540.3,0.2103,5,5,4705.83
UV401,1,46.81,0,415.38,0.0312,5,4,21818.0
UV407,2,26.7,0,496.42,0.0787,29,5,14990.57
UV520,1,31.63,0,694.33,0.1075,14,5,66419.69
UV559,5,89.09,0,374.39,0.1941,7,6,13772.29
UV604,5,8.29,1,174.45,0.3153,4,4,46941.29
UV653,2,35.31,1,420.57,0.0714,26,8,8057.06
UV676,1,57.48,1,419.32,0.3515,25,9,23624.69
UV918,3,25.44,1,335.55,0.1997,13,5,20778.29
UV972,3,11.26,1,351.06,0.4544,12,5,50606.99
UW142,1,41.6,1,286.77,0.0524,6,6,17288.38
UW173,3,29.39,1,366.18,0.1177,5,5,32105.07
UW265,2,50.3,1,505.97,0.0354,23,8,8448.82
UW267,1,50.34,1,444.26,0.1192,2,5,13901.13
UW297,2,37.94,1,455.55,0.046,3,5,6358.31
UW301,1,39.67,0,575.59,0.1256,1,3,30993.96
UW318,1,110.63,0,545.53,0.1987,0,4,15042.94
UW390,1,154.14,1,745.04,0.0879,9,9,7361.89
UW391,1,97.29,1,717.75,0.2685,16,8,18586.88
UW549,2,75.43,1,587.96,0.4262,4,5,49766.56
UW559,5,32.02,1,252.4,0.5296,6,6,50263.17
UW616,1,156.37,1,628.16,0.103,18,10,6228.08
UW651,4,40.35,1,426.56,0.5183,26,8,114523.65
UW824,5,7.0,1,228.74,0.0552,20,7,8454.46
UW860,1,38.83,0,534.03,0.1047,6,3,8053.59
UW893,1,18.61,1,453.36,0.5515,2,3,46627.89
UW981,2,75.53,0,459.1,0.0239,18,7,19423.37
UX135,4,9.25,1,372.04,0.0241,19,6,13840.23
UX329,1,29.88,0,450.31,0.1408,3,2,25704.43
UX392,2,60.08,1,343.63,0.4517,18,7,14765.69
UX471,5,82.8,1,307.01,0.115,7,6,29592.51
UX614,2,38.37,1,449.52,0.0779,26,8,7049.85
UX671,1,35.7,1,456.35,0.6101,0,4,48153.71
UX692,5,37.65,1,205.99,0.3312,22,8,19488.1
UX696,3,30.65,1,297.47,0.0376,6,5,8944.22
UX822,4,27.32,1,307.17,0.0415,6,7,15867.53
UX979,1,36.12,1,406.01,0.3761,15,7,13244.63
UY039,1,64.47,1,592.5,0.0337,11,7,8486.15
UY090,2,117.9,1,630.14,0.0993,0,7,31484.61
UY192,3,37.78,1,412.45,0.3994,22,7,12115.43
UY224,2,26.21,1,322.11,0.0166,6,5,11866.03
UY350,1,52.71,1,499.87,0.6004,19,7,61098.83
UY396,5,40.22,1,203.74,0.2662,0,5,13188.84
UY617,1,58.53,1,502.25,0.8965,1,5,85597.59
UY634,2,36.8,1,453.4,0.4857,0,5,38492.49
UY709,2,57.77,1,425.86,0.2301,26,10,11816.64
UY727,6,1.42,1,47.49,0.7,1,4,34293.91
UY751,5,63.33,0,284.02,0.1651,3,5,9597.71
UY890,5,32.71,1,184.55,0.6389,4,4,37445.02
UY914,2,81.81,1,582.98,0.5098,1,6,10437.1
UY994,1,72.62,1,455.28,0.5011,3,6,43415.64
UZ069,3,10.4,1,289.03,0.2668,17,5,36222.68
UZ118,1,31.33,0,445.25,0.0857,1,5,10019.59
UZ217,3,15.74,1,336.21,0.0986,11,6,6639.14
UZ306,3,12.48,1,244.54,0.3028,2,5,36478.46
UZ375,3,61.87,1,338.14,0.1709,19,8,3733.92
UZ481,1,16.8,1,624.6,0.0649,3,6,20656.02
UZ536,4,19.35,0,205.3,0.6031,18,5,94931.86
UZ586,2,45.99,1,522.79,0.1276,7,6,17804.0
UZ694,2,78.78,0,441.23,0.3785,1,3,93190.74
UZ727,2,115.53,1,481.56,0.2758,6,7,21076.45
UZ751,3,22.32,1,220.86,0.2127,9,5,14786.73
UZ944,1,43.45,1,388.01,0.4137,3,5,91509.4
UZ951,2,98.21,1,490.28,0.0885,5,6,8515.36
VA004,2,96.02,0,384.18,0.0761,7,5,23186.68
VA054,3,41.84,1,335.33,0.5476,15,6,23147.61
VA074,1,17.43,1,572.02,0.5647,5,5,61104.07
VA094,2,35.42,1,333.52,0.0183,1,4,17791.46
VA210,6,1.03,1,36.06,0.4187,0,3,10388.31
VA281,1,33.21,0,445.12,0.0448,17,5,32295.25
VA282,5,48.29,0,268.1,0.0012,6,6,40323.8
VA295,5,56.06,0,250.81,0.141,6,4,24193.17
VA534,1,12.55,1,477.53,0.3744,20,7,50114.95
VA614,1,31.06,1,604.12,0.0158,4,4,17537.19
VA630,5,91.88,1,303.46,0.3909,26,8,31883.13
VA636,3,24.32,1,412.24,0.001,18,7,20271.98
VA723,1,15.11,1,437.57,0.7827,7,5,126880.41
VA739,5,35.03,1,268.81,0.3415,7,5,61779.91
VA769,3,35.93,0,384.95,0.0623,7,3,45635.86
VB092,2,28.9,1,376.4,0.0589,2,5,16319.69
VB201,1,27.44,1,355.17,0.1262,7,6,21182.97
VB213,1,56.86,1,738.41,0.0605,6,6,9275.37
VB244,2,66.61,0,490.4,0.3667,7,4,67314.19
VB245,5,37.17,1,231.41,0.0387,3,6,6061.53
VB306,1,32.54,1,561.5,0.5108,19,7,24353.71
VB401,2,40.33,1,506.04,0.0196,5,6,9965.34
VB558,3,37.04,1,473.24,0.2743,14,6,76631.89
VB650,5,6.65,0,198.97,0.2643,30,6,10129.03
VB667,1,20.18,1,444.82,0.4231,0,6,86207.09
VB714,1,114.2,1,558.54,0.1,0,6,16518.6
VB742,3,42.59,1,366.41,0.3701,15,7,39431.97
VB886,5,59.61,1,264.21,0.2117,21,8,10703.63
VB923,1,224.69,0,865.81,0.0438,22,12,6347.39
VB953,6,2.01,1,48.72,0.5013,3,3,80840.29
VC076,3,11.49,1,413.85,0.1129,1,4,16224.78
VC090,1,141.92,1,788.4,0.5729,25,11,74167.61
VC197,1,127.1,0,755.42,0.3503,4,5,26316.24
VC264,5,43.31,0,261.35,0.1012,1,4,39643.9
VC308,3,14.64,1,234.21,0.0327,3,4,10520.25
VC375,3,37.71,0,307.74,0.2402,15,6,16344.69
VC397,5,36.03,1,222.57,0.252,4,4,20116.42
VC713,1,71.99,1,649.29,0.0236,7,5,12901.78
VC770,2,31.22,1,424.06,0.3888,5,6,30322.43
VC937,3,22.02,1,241.34,0.2015,18,7,6669.3
VC968,4,21.05,1,261.29,0.2581,19,6,28629.34
VD298,1,39.74,1,510.14,0.4289,25,10,34928.25
VD339,3,12.03,0,306.05,0.1735,18,5,9773.97
VD342,2,59.78,1,427.94,0.0927,11,7,14810.76
VD462,1,38.98,0,554.78,0.1994,23,7,17857.81
VD477,4,27.46,1,305.31,0.1332,1,5,45294.38
VD497,2,46.06,1,452.95,0.0011,26,8,10865.23
VD529,5,29.25,1,197.5,0.3401,22,7,9567.42
VD532,6,0.58,1,41.17,0.1202,13,5,9913.4
VD620,1,13.69,1,386.24,0.4015,17,7,61369.33
VD718,5,22.87,1,247.03,0.4018,4,5,78543.66
VD838,1,48.48,0,517.5,0.0131,22,7,17089.27
VD908,1,61.8,1,347.11,0.0693,3,6,8727.34
VD922,2,37.22,1,302.59,0.2037,1,5,11587.23
VD940,2,17.33,1,456.19,0.0366,8,5,19856.57
VE017,3,12.3,1,326.66,0.3367,3,5,28057.29
VE280,2,20.52,1,410.04,0.0942,7,7,7900.58
VE369,2,50.08,1,456.8,0.0913,2,4,24489.34
VE435,1,35.4,0,449.96,0.0242,2,3,26359.62
VE446,3,31.92,1,410.94,0.17,5,6,40882.98
VE707,5,51.98,1,201.73,0.2562,10,6,5858.68
VE763,4,45.89,1,336.29,0.1931,2,5,9126.75
VE770,1,42.78,1,440.96,0.0165,7,7,16961.4
VE867,5,19.61,1,217.57,0.2079,6,5,8305.36
VE961,6,1.09,1,36.0,0.2854,5,5,10114.86
VE990,6,1.15,1,58.65,0.0618,1,3,19106.76
VF022,5,58.18,0,316.38,0.747,17,6,100312.25
VF055,5,26.76,1,237.99,0.3499,4,6,84448.79
VF114,1,146.84,1,784.28,0.0487,19,9,12304.41
VF151,1,79.04,1,502.52,0.1343,10,7,11973.71
VF161,3,27.86,0,327.88,0.172,30,7,24782.15
VF274,1,94.91,1,563.37,0.5275,3,5,82639.18
VF378,1,59.43,1,385.86,0.1397,3,6,6931.01
VF530,3,49.52,1,348.65,0.0637,5,6,41575.3
VF705,5,37.55,1,230.39,0.0531,14,6,7933.49
VF849,5,37.26,1,259.93,0.1733,1,5,16013.13
VF960,4,43.08,0,334.7,0.2962,18,6,70012.57
VG003,1,36.67,1,529.47,0.0225,0,3,25885.64
VG005,2,34.32,1,550.63,0.3334,2,5,76765.39
VG044,1,123.69,1,746.92,0.7739,1,5,85378.42
VG294,1,32.55,1,355.19,0.2222,7,6,29988.07
VG429,2,30.78,1,420.53,0.2248,21,7,11873.05
VG433,2,34.43,1,297.7,0.0036,5,6,15030.7
VG498,6,0.71,1,39.88,0.0197,7,5,3186.27
VG553,6,0.68,1,36.45,0.6641,25,6,34803.26
VG558,1,31.79,1,359.43,0.1596,0,4,20496.66
VG560,1,35.26,1,637.84,0.2793,3,5,35635.4
VG563,2,20.48,1,428.46,0.2525,6,6,14220.16
VG718,1,14.51,1,475.53,0.0573,24,7,32697.03
VG881,2,29.4,0,405.57,0.2788,1,3,11784.3
VH107,6,0.94,0,56.62,0.0258,5,2,13423.1
VH346,2,98.32,1,670.92,0.2944,4,6,32288.86
VH390,1,39.66,1,566.93,0.4166,20,6,26883.62
VH513,2,66.05,1,575.75,0.0232,6,6,40887.95
VH691,3,10.08,0,396.24,0.1214,11,3,35062.16
VH851,1,37.31,0,489.66,0.581,4,3,119503.53
VH913,2,25.59,1,510.28,0.053,10,6,9569.6
VI059,1,76.46,1,495.88,0.0007,0,5,40399.88
VI122,5,10.49,1,233.88,0.1923,4,6,7124.14
VI145,2,82.98,1,556.12,0.112,0,5,29776.83
VI170,2,40.61,1,514.98,0.0566,29,8,19807.33
VI196,1,34.22,1,614.43,0.5184,11,6,23458.67
VI213,5,15.29,0,177.83,0.5106,8,4,69301.1
VI240,2,75.23,1,574.69,0.0384,5,8,15784.9
VI305,4,25.54,1,307.59,0.0297,4,5,10228.24
VI367,6,1.75,1,37.57,0.0008,6,4,10250.32
VI395,3,22.65,1,377.06,0.2344,1,3,35208.57
VI449,6,1.92,1,48.26,0.2701,2,4,22623.87
VI474,1,94.4,1,591.79,0.5327,28,9,28526.09
VI523,2,31.37,0,371.53,0.0668,14,4,21295.93
VI537,1,14.38,0,572.03,0.1968,5,3,37248.94
VI643,2,82.27,1,585.39,0.0017,7,4,22094.82
VI656,1,56.28,1,523.22,0.0242,3,6,18871.94
VI765,5,6.29,1,165.8,0.2353,4,5,13837.22
VI768,3,25.6,1,375.48,0.0189,7,4,14888.26
VI793,1,28.76,1,238.73,0.0843,6,5,10897.88
VI827,3,45.8,1,441.33,0.1277,3,6,9141.65
VJ120,2,60.71,0,457.94,0.4266,6,5,36091.39
VJ179,2,37.5,1,389.25,0.1484,0,4,15383.01
VJ301,2,58.52,1,392.48,0.0889,4,4,25164.45
VJ381,3,68.07,1,509.15,0.0073,6,6,25350.37
VJ425,2,46.66,1,572.5,0.0074,14,7,18131.81
VJ477,1,65.23,1,566.51,0.0623,3,6,8232.72
VJ481,6,0.66,0,40.62,0.3935,27,5,27429.64
VJ510,1,108.4,1,467.31,0.2868,3,6,29605.03
VJ538,6,1.41,1,47.95,0.0606,26,8,4052.39
VJ617,6,0.64,1,37.43,0.0602,0,4,4276.9
VJ664,1,77.49,1,485.6,0.4999,0,5,37941.68
VJ758,2,58.78,1,493.42,0.1925,21,9,3074.81
VJ789,3,31.95,1,359.23,0.2307,3,5,12982.29
VJ797,5,27.64,1,218.95,0.0078,15,7,8794.19
VJ807,2,78.36,1,594.17,0.1227,7,8,48172.18
VJ817,2,34.25,0,278.99,0.027,17,4,5078.53
VJ924,2,37.43,0,559.7,0.1407,6,4,36874.45
VJ934,2,81.56,1,300.39,0.3546,9,8,18247.17
VJ958,5,18.74,1,184.8,0.4011,4,4,42118.97
VK107,3,42.56,1,299.95,0.0626,3,6,27583.79
VK108,1,77.59,1,514.78,0.4358,29,9,27989.97
VK127,1,50.82,1,704.49,0.4217,4,5,43345.77
VK400,4,12.97,0,382.09,0.3907,4,3,50900.04
VK430,4,26.1,0,281.61,0.188,6,4,52976.59
VK569,1,98.34,1,714.6,0.2762,19,9,47338.69
VK689,1,51.77,1,521.27,0.0967,16,7,31685.63
VK791,6,0.58,1,54.96,0.0031,30,8,2640.34
VK882,1,51.5,1,547.81,0.1238,2,5,21594.16
VK920,3,18.57,1,365.71,0.0389,7,6,5740.28
VK921,1,107.13,1,710.13,0.0654,19,8,15116.11
VL001,4,13.74,1,294.49,0.589,2,4,206325.05
VL006,1,69.27,1,613.3,0.2823,0,6,29172.01
VL014,4,10.57,1,302.99,0.0341,2,4,25002.43
VL038,4,19.94,0,331.48,0.0269,7,5,14094.38
VL201,2,67.73,1,542.32,0.2032,0,6,19705.4
VL331,1,49.25,1,714.69,0.1322,5,4,67723.51
VL454,2,32.16,0,417.1,0.2128,22,5,26189.52
VL468,5,67.5,1,232.46,0.2783,2,6,12316.3
VL540,4,87.97,1,413.11,0.5963,0,3,135023.04
VL603,1,64.37,0,403.7,0.0122,4,4,16101.09
VL606,3,52.31,0,327.59,0.4768,3,5,60307.12
VL666,1,50.4,1,596.02,0.1142,4,5,27673.95
VL681,4,33.49,1,205.68,0.1972,11,6,11955.51
VL717,1,25.17,1,430.81,0.2093,27,8,33211.47
VL777,2,58.13,1,556.79,0.069,18,7,11187.5
VL783,3,22.48,0,450.27,0.2017,1,2,12674.87
VL796,6,3.87,1,45.84,0.4964,25,8,15468.53
VL839,1,38.53,0,377.58,0.3273,4,2,62842.24
VL912,1,38.43,0,486.01,0.6497,2,4,23300.53
VM017,4,23.82,1,218.05,0.0068,5,7,4491.67
VM123,2,18.9,1,402.71,0.0696,21,7,14006.45
VM138,3,38.94,1,380.22,0.0283,4,5,21597.62
VM194,4,22.12,0,355.26,0.828,1,2,96761.56
VM280,2,15.88,0,439.7,0.1422,0,3,18871.82
VM387,2,91.06,0,558.71,0.2275,8,6,14735.34
VM557,1,25.57,1,526.74,0.3798,5,4,14785.92
VM597,2,42.82,0,431.31,0.0474,3,4,11455.17
VM602,2,82.09,1,466.03,0.2028,5,6,24645.57
VM619,2,14.52,0,277.13,0.5683,12,5,76534.47
VM633,2,55.05,1,500.98,0.2668,6,6,9666.07
VM638,1,29.15,1,457.9,0.0718,6,6,10264.04
VM662,2,112.93,1,508.94,0.0269,7,9,10898.57
VM684,3,54.22,0,281.58,0.4024,15,4,21511.44
VM752,3,34.03,1,492.24,0.333,22,6,13715.6
VM873,2,17.02,1,433.22,0.1605,6,5,14424.96
VN044,2,51.04,1,569.79,0.0195,4,5,50885.6
VN061,1,24.28,1,458.13,0.1203,9,5,12477.53
VN254,2,28.73,1,422.38,0.3969,5,5,36766.48
VN255,4,42.41,0,367.17,0.5169,7,3,130254.86
VN368,6,1.94,1,46.63,0.025,4,4,7690.84
VN395,5,31.62,1,192.28,0.2532,14,6,25089.66
VN447,5,29.43,1,137.36,0.3057,18,6,23956.9
VN484,4,59.0,1,440.8,0.0006,9,8,13067.58
VN507,5,44.5,1,283.08,0.2244,16,6,11645.17
